lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
19,0,191.0,8,14,4,1,2,0,3,0
33,0,150.69403836259562,9,11,4,2,0,0,3,0
260,1,100.3,10,7,4,3,2,0,0,0
131,0,103.5,8,10,4,2,1,3,0,0
25,0,166.0,6,27,4,1,0,0,3,0
46,0,84.76621130328465,2,21,3,2,1,0,0,0
18,0,109.0,3,17,4,2,0,0,0,0
192,0,101.80823482665485,8,24,3,3,1,0,0,0
199,0,89.35742268207554,8,28,4,2,1,0,0,0
223,1,119.07718103112259,9,22,4,4,1,1,0,0
171,0,85.4482521254795,5,25,3,0,1,2,0,0
211,0,100.0,5,20,3,2,0,0,0,0
71,0,149.94080158448276,7,4,4,4,1,0,3,0
218,0,80.43842073780526,8,12,4,1,1,1,0,0
126,0,92.4766038179788,3,17,4,3,2,1,0,0
3,0,119.8438406853004,8,17,2,3,0,0,0,0
155,0,96.3,6,26,4,1,1,0,0,0
156,0,84.42316322050705,6,17,4,1,0,0,0,0
244,1,128.7,10,26,4,2,0,0,1,0
159,0,119.85,5,26,4,2,0,0,0,0
27,0,92.23823720605229,2,19,4,0,1,0,0,0
173,0,89.03077271508387,7,22,4,4,1,3,0,0
59,0,122.44989260790116,9,2,4,1,0,0,2,0
89,0,116.25763603214911,5,28,4,1,1,2,0,0
55,0,111.96038822809837,8,28,4,2,0,2,0,0
22,0,201.2487960693861,5,7,4,2,2,0,5,0
71,1,85.1387959698261,4,19,4,0,1,3,0,0
28,0,152.63805329689626,5,1,4,6,3,0,4,0
152,1,134.92089116299428,7,4,4,3,1,0,0,0
78,0,109.03530672370076,7,5,4,2,1,1,0,0
292,0,115.46203960954274,7,21,4,2,0,1,0,0
168,1,114.54895357448929,8,6,4,1,2,0,0,0
109,1,125.19293381228223,11,4,4,2,1,1,0,0
56,0,116.1,5,4,4,1,0,3,0,0
145,0,265.2254784887772,8,5,4,2,0,0,5,0
1,0,73.5906111209108,8,13,4,1,1,0,0,0
128,0,126.92019539141295,6,1,4,3,0,0,0,0
16,1,130.9248953598799,7,27,4,1,0,0,0,0
190,1,106.53119149884049,8,4,4,3,0,0,0,0
182,1,77.0999497544607,8,7,4,2,0,0,0,0
19,0,67.90039235770732,2,21,2,1,0,0,0,0
158,0,69.2324123182857,7,2,4,2,1,0,0,0
99,1,91.98416653432304,6,4,4,3,1,1,0,0
8,0,259.1425603609774,8,24,4,1,1,0,5,0
2,0,112.76039137537408,5,28,3,2,1,0,0,0
33,0,159.3,3,28,4,1,1,0,3,0
68,0,121.0137972392508,5,10,4,3,0,0,0,0
13,0,85.24281396072173,8,27,4,4,2,0,0,0
85,0,52.262135306538845,7,5,4,1,2,0,0,0
129,0,130.80178799203858,9,10,4,2,0,0,1,0
133,1,137.64230067178624,8,29,4,3,1,0,3,0
56,0,157.2324821401646,11,18,4,1,1,0,4,0
159,1,141.1833595683489,7,30,4,2,1,0,3,0
100,0,119.73328463732545,5,3,4,3,0,0,0,0
89,0,127.35271247216204,8,25,3,1,1,0,0,0
167,0,159.3,9,21,4,2,0,0,3,0
35,0,72.26608014868398,2,11,4,1,0,0,0,0
62,0,64.53575483981297,3,8,4,3,0,0,0,0
28,1,125.80337428188118,2,25,4,1,0,0,3,0
221,0,172.59283696507376,8,17,3,1,1,0,0,0
41,0,107.1,4,3,4,1,1,3,0,0
92,0,150.24268250124987,7,20,4,2,1,0,3,0
84,0,118.23235678908351,8,3,4,1,0,0,0,0
70,0,159.3,8,29,4,1,1,0,3,0
49,0,142.2,9,2,4,1,0,0,3,0
181,1,109.05846400875288,8,3,4,4,1,0,0,0
39,1,70.81566984228157,2,11,4,2,0,3,0,0
319,0,81.06032278303657,11,19,4,1,1,0,0,0
123,0,143.1,9,20,4,4,1,0,3,0
84,0,109.2074568137602,5,13,4,3,1,3,0,0
55,0,118.56716550892025,4,21,4,1,1,0,2,0
186,2,167.81371473273543,7,6,4,2,0,0,4,0
11,0,89.00025872774191,7,19,4,1,0,2,0,0
77,0,145.33626200838387,4,17,4,4,1,0,3,0
113,1,75.84144649306627,11,13,4,3,1,3,0,0
83,0,75.12182014591923,5,24,4,1,1,0,0,0
145,1,114.3,5,5,4,1,0,0,3,0
93,0,76.5,4,15,4,2,2,2,0,0
141,0,115.92519556964139,5,23,4,3,1,0,3,0
16,0,102.64478532350985,4,29,4,1,1,0,3,0
50,0,150.34708501618218,6,29,4,2,0,0,3,0
230,0,137.0,9,6,3,5,0,0,0,0
128,0,119.52495675462784,7,19,4,1,1,1,0,0
73,0,134.84595749786675,9,12,4,3,1,0,0,0
95,0,127.58939524155566,6,5,4,3,0,0,2,0
69,0,105.3084387947895,4,26,4,2,0,0,0,0
165,0,96.3,8,26,4,1,1,0,0,0
101,0,78.26593024707937,3,15,4,2,0,0,0,0
258,0,89.03948202630782,10,4,3,4,0,0,0,0
66,0,105.74273940921205,4,23,4,1,1,0,0,0
34,0,98.1,5,20,4,1,2,3,0,0
132,0,88.06276198708203,6,15,3,2,1,1,0,0
30,0,98.1,5,23,4,1,0,3,0,0
386,1,115.0,10,23,3,0,2,1,0,0
91,1,179.05746614632713,8,27,4,2,0,0,3,0
105,0,120.0153388873433,5,21,4,2,2,0,0,0
90,0,74.42766563389236,3,7,4,4,1,0,0,0
231,0,83.9710980932181,8,14,4,3,0,0,1,0
159,0,106.01547450224557,6,20,4,2,0,0,0,0
150,0,79.63452908399553,10,27,4,1,0,3,0,0
19,0,121.0,5,5,4,1,1,0,0,0
32,0,118.6246300649667,5,20,4,1,1,0,0,0
143,0,125.86116465367897,6,2,3,3,1,0,2,0
10,0,113.29780980763104,3,28,4,1,1,0,3,0
76,0,127.43014799976427,7,9,4,1,1,0,2,0
308,2,78.3,11,23,4,3,0,0,0,0
49,0,63.915597550843934,3,7,4,3,0,2,0,0
142,0,110.73940042886422,7,24,4,3,0,0,3,0
59,0,117.61160952609309,8,1,4,1,1,1,0,0
44,0,150.36998711756107,7,1,4,1,0,0,2,0
278,1,78.04662965761477,11,4,4,2,0,0,0,0
54,0,118.36719077989156,7,2,4,2,2,0,0,0
28,0,108.82349961290988,5,14,4,3,0,0,2,0
32,0,207.15208771767036,4,30,4,1,1,0,3,0
162,0,121.97621413099407,7,25,4,1,1,0,0,0
28,0,96.8318049103949,4,17,3,1,1,0,0,0
54,0,116.1,5,7,4,2,0,3,0,0
52,0,67.51878133164792,2,25,4,2,0,2,0,0
40,0,87.82711317277017,3,1,4,3,0,0,2,0
16,0,184.36980731513935,7,11,4,1,1,0,3,0
103,1,118.68776234401247,11,8,4,2,1,0,2,0
190,0,67.03921581392324,4,27,4,4,2,0,0,0
105,0,75.0,10,12,3,3,0,0,0,0
86,0,139.5198198624493,5,25,4,2,0,0,3,0
285,0,100.0,10,3,3,3,1,0,0,0
69,0,72.13561464357235,3,26,3,2,1,0,0,0
158,0,187.60670726773793,5,24,4,2,0,0,5,0
248,0,88.34689721158117,8,26,4,2,0,0,0,0
142,0,106.30831016127975,8,3,4,4,1,1,0,0
74,0,70.85126848457121,3,17,4,3,1,0,0,0
16,0,86.20195503453056,3,22,4,0,0,0,0,0
33,0,98.27706293943558,5,25,4,0,0,3,0,0
3,0,88.27200257373099,6,10,4,1,0,0,0,0
3,0,98.89471850126799,8,17,2,4,1,0,0,0
267,0,95.08247883170208,9,30,4,2,1,0,0,0
21,0,170.75073101960834,4,29,4,1,0,0,3,0
12,0,153.1174933462277,7,3,4,2,0,0,3,0
200,0,96.99072221896323,7,1,4,1,1,3,0,0
238,1,111.08092105268663,7,18,3,2,0,0,1,0
225,0,71.00922655308183,9,29,4,2,2,0,0,0
34,0,67.5,2,9,4,4,0,3,0,0
34,0,214.7828386959965,8,16,4,2,0,0,5,0
151,2,130.15054913769666,7,12,4,4,1,0,2,0
68,0,116.1,5,9,4,2,0,3,0,0
50,0,94.1788071192147,10,18,4,2,1,0,0,0
119,0,126.92454192485638,8,15,4,2,0,0,3,0
32,0,68.82372374355577,2,5,3,2,1,0,0,0
7,0,97.82441737922193,4,16,4,0,1,0,0,0
96,0,119.37905457823679,5,7,4,2,1,0,0,0
175,1,112.09771017035257,7,23,4,1,1,0,0,0
252,0,90.57124722049645,10,24,4,4,0,0,0,0
15,0,83.7390193381201,3,5,4,1,0,2,0,0
158,0,114.70297241089207,5,24,4,3,0,0,0,0
121,1,104.20577021247794,12,25,4,2,1,0,3,0
116,0,135.75731957177237,5,19,4,3,1,0,0,0
217,0,80.81459172515262,7,12,4,2,0,0,0,0
130,0,118.95617362401902,8,17,4,0,1,2,0,0
93,0,115.3252078857669,9,14,4,1,1,0,0,0
165,0,99.50624535454841,8,1,4,4,1,0,0,0
13,0,87.47794186342885,2,4,4,6,2,0,0,0
215,0,97.4361679410011,8,28,4,2,0,0,0,0
8,0,169.66664038447328,2,5,4,4,0,0,1,0
178,0,98.41356571703562,6,2,4,2,1,0,0,0
174,0,85.96694360039061,9,8,4,3,0,0,0,0
73,0,117.7464055830793,5,15,4,2,0,1,0,0
105,0,120.02145131667719,5,21,4,2,2,0,0,0
208,0,117.20294083244355,9,12,4,1,2,2,0,0
129,0,97.65883613102648,8,21,4,2,1,0,0,0
8,0,139.0,8,7,4,3,1,3,0,0
167,0,91.71431730515148,7,26,4,2,0,0,0,0
42,0,67.5,2,12,4,2,0,3,0,0
158,0,131.89159912256332,7,6,4,3,0,0,0,0
120,0,113.32275028687141,9,26,4,1,1,0,0,0
36,0,131.8665195186516,8,28,4,2,0,0,3,0
60,0,156.97780149872756,11,23,4,1,0,0,4,0
62,0,177.3,6,18,4,1,0,0,5,0
84,0,187.85,5,15,4,3,1,0,5,0
10,0,98.20654479906322,9,15,4,3,1,0,0,0
137,0,135.8008861656863,8,29,4,2,1,0,3,0
239,0,96.02435735891207,10,22,4,1,1,0,0,0
24,0,72.86105031507446,2,21,3,1,0,0,0,0
52,0,122.61427669152641,5,17,4,3,1,0,3,0
277,0,79.69447066160672,9,5,3,4,1,0,0,0
210,0,68.9963718443838,7,28,4,2,1,0,0,0
205,0,90.95,7,22,4,3,1,0,0,0
76,0,99.13434590497555,3,26,4,3,2,0,3,0
330,1,107.86102029063171,10,17,4,2,0,0,1,0
162,1,126.9,9,12,4,2,1,0,0,0
220,2,112.92323943606047,9,29,4,2,0,0,0,0
26,0,67.33807027576378,11,2,3,7,3,2,0,0
9,0,95.88968054041969,11,13,4,3,1,1,0,0
133,0,92.35575216889343,6,29,4,2,0,0,0,0
6,0,139.0,6,30,4,1,0,3,0,0
176,0,131.17654145149982,8,13,4,4,2,0,3,0
179,0,70.0,10,15,3,1,0,0,0,0
26,0,139.0,7,8,4,1,0,3,0,0
18,0,148.61115981186256,5,24,4,0,0,0,0,0
25,0,139.0,7,8,4,1,1,3,0,0
105,0,123.79557394040665,9,26,4,2,0,0,2,0
169,0,121.01028179896149,4,24,4,3,0,0,1,0
176,0,112.9915356458577,8,30,4,3,0,0,0,0
14,0,116.43816926481382,8,9,3,3,1,0,0,0
28,0,115.78595216434682,8,28,4,3,1,0,0,0
194,1,151.1505920618545,8,17,4,2,1,0,0,0
33,0,111.88322036452303,6,27,4,2,1,0,0,0
340,0,74.10557341581386,10,25,4,3,0,1,0,0
58,0,74.95393143357953,3,19,3,2,1,0,0,0
62,0,112.37120733379818,5,4,4,3,0,1,1,0
91,0,86.23297108040049,4,25,4,2,1,2,0,0
41,1,207.9,8,12,4,2,0,0,5,0
46,0,71.17789977137197,2,17,4,1,0,3,0,0
8,1,126.7046127400959,2,10,4,4,0,0,1,0
320,0,87.48233716493509,7,18,3,2,0,0,0,0
359,0,90.88653780829343,10,4,3,1,0,0,0,0
206,0,102.85,10,6,4,5,2,0,0,0
71,0,76.33624377802032,4,2,4,1,2,0,0,0
33,0,98.73991907201783,4,17,4,2,2,0,0,0
64,0,73.95,2,10,4,3,1,0,0,0
91,0,100.24169641922259,3,25,4,1,1,0,0,0
162,0,84.22595343654064,8,22,4,4,0,2,0,0
72,0,111.96517668550254,10,30,4,1,1,0,0,0
131,0,115.25921848132346,6,16,4,3,2,0,0,0
31,0,142.68530547426005,5,9,4,3,0,0,0,0
6,1,108.73053678519072,5,9,4,2,0,1,1,0
141,0,140.1864201312906,8,17,4,5,1,0,3,0
29,0,149.77439892315232,3,31,4,3,0,0,0,0
65,0,118.8,4,8,4,1,1,0,3,0
69,1,76.46929762640806,7,22,4,4,1,0,0,0
275,0,115.78451692215124,9,24,4,2,0,0,1,0
133,0,76.90334349209564,4,11,3,2,1,0,0,0
128,0,118.94563042319028,6,19,4,2,1,0,0,0
115,0,91.89220240090198,10,18,4,2,0,0,0,0
83,0,93.6,11,20,4,1,1,0,0,0
64,1,86.4,11,18,4,2,0,0,0,0
283,0,82.35923712608273,12,30,4,2,1,0,0,0
110,0,262.7703517902585,7,25,4,2,0,0,6,0
17,0,99.73898787261037,5,29,4,2,1,0,0,0
101,1,86.29164227780385,12,6,4,1,0,0,0,0
16,0,83.26026792326637,10,27,4,3,2,0,0,0
211,0,86.5552495235325,5,30,4,3,1,0,0,0
34,0,224.67,9,23,3,3,0,1,0,0
82,0,76.46852340823386,5,18,4,2,2,0,0,0
217,1,119.24582962172165,9,12,4,3,0,0,0,0
259,0,89.96767673467392,5,5,4,3,0,0,0,0
207,0,83.02913105527114,8,29,4,2,2,3,0,0
159,0,70.07370694948604,6,5,4,2,1,0,0,0
4,0,79.56115114667196,5,24,4,2,1,1,0,0
4,0,65.57986243006437,2,15,2,1,1,0,0,0
212,1,143.1,9,6,4,1,0,0,0,0
136,0,133.02113268333,9,1,4,1,1,0,3,0
223,1,141.2054802051402,9,3,4,2,0,0,0,0
191,1,84.43,8,30,4,4,0,0,3,0
28,0,110.89687657302146,8,29,4,2,1,2,0,0
61,0,131.73419219551212,10,21,4,2,0,0,3,0
74,0,90.7381311476563,4,11,4,3,1,0,0,0
171,2,114.75,8,3,4,2,1,0,0,0
55,0,89.275002958173,3,17,4,0,1,3,0,0
187,1,164.25,8,8,4,1,0,1,0,0
33,0,216.2087906573671,8,24,4,0,1,0,4,0
102,0,82.38693526429702,3,22,3,6,2,0,0,0
233,0,86.92097237004931,8,11,4,2,0,0,0,0
27,0,76.38913446782426,10,16,2,2,0,0,0,0
258,0,96.20156562920228,9,27,4,1,1,0,0,0
6,0,130.6340805645864,5,20,4,1,0,0,1,0
161,1,113.21278892081982,6,25,4,0,1,0,3,0
174,0,109.40415049767384,9,4,4,2,1,2,0,0
62,0,102.06875130028652,10,18,4,1,0,0,2,0
150,0,123.11217525524971,6,29,4,1,2,0,3,0
93,1,121.5,5,20,4,1,1,0,0,0
92,0,72.25,11,17,4,1,0,0,0,0
159,0,111.15121850652679,8,25,4,1,0,0,1,0
222,0,118.4071204696974,4,28,4,2,2,0,0,0
1,0,100.1940730006443,11,25,3,1,1,0,0,0
191,1,97.31463100673733,9,19,4,2,0,0,0,0
8,0,107.71616391754415,2,27,4,2,1,1,1,0
50,0,144.01448540358223,9,9,4,1,0,1,1,0
179,0,103.82223411150751,7,30,4,2,1,0,0,0
247,0,109.55604607640294,6,6,3,1,1,1,0,0
218,0,107.88170914437616,9,4,3,1,0,0,0,0
95,0,107.91787350679286,9,2,4,1,1,3,0,0
156,0,121.50975132380526,8,22,3,2,0,0,0,0
40,0,116.1,5,8,4,2,0,3,0,0
81,1,88.98900899969962,3,25,4,1,2,0,0,0
2,0,94.01330320391958,11,2,0,2,0,0,3,0
19,1,88.38065175104116,9,28,4,1,1,1,0,0
238,0,112.99602461882056,6,16,4,1,0,0,0,0
17,0,101.44393445457004,5,29,4,2,1,0,2,0
116,0,80.81007807757418,5,10,4,1,0,0,1,0
153,1,102.76760315166338,7,29,4,2,0,1,1,0
225,0,71.77729845176327,11,28,4,3,1,2,0,0
232,0,100.36744417619772,6,23,4,3,1,2,0,0
31,0,71.41586498792529,2,3,2,2,0,0,0,0
83,1,90.1028441546166,3,26,4,1,2,0,0,0
69,0,79.00205884590332,3,16,4,4,0,0,0,0
3,0,100.13170298183867,2,8,4,3,0,0,0,0
14,0,141.90569124900594,5,15,4,2,0,0,3,0
117,0,82.4584803185081,4,27,4,3,1,3,0,0
4,0,143.6714542581693,6,16,2,2,1,0,3,0
107,0,93.19250032766197,4,7,4,2,2,1,1,0
38,0,87.25628292205892,2,4,4,2,0,0,3,0
57,0,94.5,5,21,4,1,1,1,0,0
40,0,159.30397257817665,9,22,4,2,0,0,0,0
107,0,97.79799523463684,8,19,3,1,2,0,0,0
154,0,106.51361540599405,9,19,4,3,0,3,0,0
213,0,118.69438292954214,9,27,4,3,0,0,0,0
32,0,98.1,5,24,4,1,0,3,0,0
18,0,65.0,11,9,2,1,0,0,0,0
161,0,70.63372269922777,8,17,3,3,0,0,0,0
82,0,126.17318702869073,6,19,4,1,1,0,0,0
33,0,111.29111195767558,9,29,4,2,1,0,0,0
15,1,75.86249255924407,11,21,4,4,2,2,0,0
91,1,89.45462352721471,5,17,4,4,0,0,3,0
72,0,64.20579981686053,7,6,4,3,0,0,0,0
83,0,73.80928389490548,10,4,3,3,1,0,0,0
206,2,177.3,8,5,4,0,1,0,5,0
73,0,107.94758416938562,4,8,4,2,1,0,2,0
24,0,152.61815473797114,5,14,4,1,1,0,0,0
152,0,80.42993128311493,9,24,3,9,3,0,2,0
179,0,128.98437726005773,9,10,4,2,0,0,1,0
73,0,75.03354086235025,11,17,4,4,1,3,0,0
82,0,75.84715392298587,7,24,3,2,1,0,0,0
16,0,132.04667080038786,5,12,4,2,1,0,0,0
19,0,77.42983390986646,2,2,4,3,1,0,0,0
167,1,105.3,8,5,4,1,0,0,0,0
15,0,109.0,3,17,4,1,0,0,0,0
110,0,137.8026739648871,7,1,4,2,0,0,2,0
26,0,231.31804810934827,9,23,4,2,1,0,5,0
130,0,118.50863416727883,8,18,4,0,1,2,0,0
166,1,103.94338961578696,5,19,4,4,2,0,0,0
145,0,80.90326918004641,8,17,4,3,0,0,0,0
100,0,142.1959970898064,6,21,4,3,0,0,3,0
22,0,230.31135494773562,4,22,4,3,0,0,5,0
197,1,168.3,9,27,4,1,0,0,5,0
102,0,102.17659042176449,11,26,4,2,0,0,1,0
150,0,80.03585643234959,10,29,4,0,1,3,0,0
22,0,284.3093939571376,8,17,4,1,0,0,1,0
164,0,115.0,10,16,3,0,1,0,0,0
53,0,150.07285018059648,8,15,4,2,0,0,2,0
178,0,84.60431212338264,8,25,4,2,0,3,0,0
182,0,162.9,10,25,4,3,0,0,5,0
359,0,100.81651332673007,9,16,4,2,2,0,0,0
80,0,96.27299557654844,3,25,4,0,1,0,0,0
308,2,75.97899444933383,11,23,4,4,0,3,0,0
133,0,165.539513222204,7,8,4,3,2,0,3,0
70,0,75.52445954061801,10,30,4,0,1,0,0,0
81,1,123.50124161782108,9,21,4,3,2,0,2,0
0,0,212.8394442738467,8,9,4,1,0,0,2,0
141,0,112.84087106766613,5,23,4,2,0,0,3,0
200,0,106.10006856927853,5,1,4,1,1,0,0,0
26,0,142.40120923105943,4,15,4,3,1,0,3,0
178,0,79.80789952088753,7,18,4,2,1,2,0,0
196,0,129.51690861184647,8,27,4,1,2,0,3,0
147,0,126.40547299148507,8,12,4,5,1,0,0,0
348,0,122.92055860272316,9,4,3,4,0,0,0,0
247,0,114.97874332338056,6,6,3,1,1,1,0,0
4,0,91.0,2,12,4,1,0,0,0,0
149,0,127.5,7,20,4,3,0,0,0,0
12,0,109.02854970866721,10,23,3,2,1,0,0,0
110,0,94.77336915830914,6,25,4,1,2,0,0,0
107,1,116.76335870577395,11,21,4,3,1,0,0,0
170,0,137.7,8,23,4,1,0,0,0,0
146,1,106.55719086119385,8,28,4,5,2,0,2,0
187,1,94.57307277354427,7,21,4,2,0,2,0,0
68,0,149.5689035814804,7,5,4,3,0,0,3,0
143,0,72.25,7,9,3,4,1,0,0,0
5,1,159.0,9,16,4,1,0,2,0,0
56,0,79.52578814256913,5,19,4,3,0,2,0,0
59,0,167.69341129690753,7,17,4,2,0,0,3,0
173,0,104.4,10,28,4,1,2,0,3,0
102,0,101.51486283639485,9,16,4,1,0,0,0,0
53,0,93.69304020648175,10,20,4,1,1,0,0,0
212,0,79.70944162760607,11,27,4,3,0,3,0,0
82,0,133.9049606165248,7,7,4,1,2,0,0,0
46,0,87.28466840194577,10,20,4,0,0,0,0,0
124,0,104.65431276063305,10,25,4,3,0,0,3,0
10,0,259.75346806067836,6,24,4,2,1,0,5,0
294,0,73.57193787935964,5,13,3,2,0,0,0,0
7,0,124.29548314164609,2,10,4,2,1,0,3,0
23,0,153.9339940998549,10,24,4,2,2,0,2,0
166,0,105.51031329520079,4,19,3,4,2,0,0,0
41,0,107.1,4,1,4,1,1,1,0,0
38,0,72.30960352368793,3,3,4,3,1,3,0,0
187,1,90.79403786870427,6,6,4,4,0,0,1,0
181,0,85.19216145316044,8,26,4,1,2,2,0,0
317,0,105.86130027436192,9,1,4,3,0,0,0,0
166,0,103.99521957507179,8,17,4,3,0,0,0,0
166,0,106.61109873715462,8,12,4,2,1,0,0,0
189,1,178.50384625569302,7,17,4,1,1,0,5,0
47,0,138.3172096668814,4,10,4,2,1,0,2,0
193,0,130.3279279559763,8,20,4,2,1,0,1,0
49,0,78.3,3,4,4,1,0,0,0,0
183,1,111.93270055320194,8,8,3,3,0,0,0,0
154,0,111.59633026149857,7,9,4,1,1,0,0,0
239,0,106.68703836814431,6,10,4,2,0,0,0,0
157,2,154.89316694132978,8,9,4,1,0,0,0,0
112,0,99.57416969118127,4,27,3,3,0,0,2,0
72,0,76.5,7,12,4,1,1,0,0,0
33,0,124.48550892859718,8,11,4,3,0,0,0,0
175,0,124.41731183913397,8,8,4,2,0,0,0,0
7,0,151.1909627138342,8,6,4,1,2,0,0,0
186,0,86.85081241625178,7,7,4,2,0,0,0,0
70,0,78.12594202929976,3,3,4,1,0,0,0,0
214,0,168.3,7,25,4,1,0,0,5,0
10,0,105.20494275524626,10,2,3,2,1,0,0,0
0,0,161.1824370335049,6,26,4,2,0,0,2,0
192,0,74.64294184039429,6,10,3,3,1,0,0,0
156,2,154.730414334082,8,11,4,2,0,0,0,0
199,0,115.31637451935069,9,24,3,4,2,0,2,0
154,1,123.27395629816826,8,9,4,4,0,0,0,0
190,0,83.46767694419351,6,8,4,8,2,0,0,0
36,0,149.68866235064735,4,27,4,3,0,0,3,0
148,0,90.93421637205296,7,25,4,2,1,0,0,0
181,0,250.0,10,11,3,1,0,0,2,0
73,0,72.44204447563158,3,17,4,3,2,0,0,0
49,0,78.3,3,4,4,1,0,0,0,0
18,0,117.01089001739149,9,2,4,0,1,3,0,0
41,0,172.4610013115427,8,14,4,1,0,0,3,0
148,0,178.65077899324007,11,27,4,4,1,0,5,0
62,0,167.98245809921778,4,9,4,3,1,0,5,0
219,0,104.6965557235001,10,3,2,2,1,0,2,0
55,0,157.02433978675654,11,18,4,0,1,0,4,0
225,0,111.98158453865753,9,2,4,2,1,2,0,0
51,0,124.17011057804213,4,13,4,2,0,0,2,0
150,0,78.33325613987344,10,1,4,2,1,2,0,0
32,0,126.9,5,9,4,1,1,0,0,0
161,0,80.74084972833052,8,27,4,1,1,3,0,0
108,0,104.14807850679377,6,9,4,1,0,1,0,0
5,0,78.76127082393614,10,17,3,5,2,2,0,0
178,1,106.29608305069519,10,24,3,3,1,0,0,0
7,0,124.21042449849831,2,10,4,2,1,0,3,0
88,0,80.03814153437834,9,28,4,2,0,1,0,0
67,0,137.7,4,8,4,1,0,0,2,0
38,0,120.13594100314403,4,20,4,3,0,0,2,0
243,0,85.71734953080555,9,3,4,1,0,2,0,0
84,0,94.68971448269245,7,17,4,2,2,3,0,0
308,0,95.46906939347836,10,26,4,2,0,0,0,0
6,0,255.705471582937,5,25,4,2,1,0,5,0
196,0,116.1,9,13,4,1,0,3,0,0
3,0,120.0,8,17,2,1,1,0,0,0
101,0,93.81083999730436,5,1,4,3,1,3,0,0
27,0,109.37950935558226,6,14,4,3,0,0,2,0
9,0,79.0,2,5,4,0,1,3,0,0
69,0,112.70688831566905,4,23,4,1,2,0,0,0
85,0,97.79144431598655,3,24,4,3,1,0,2,0
15,0,63.76649222088272,3,12,4,2,2,3,0,0
10,0,138.53136437280725,3,3,4,2,0,0,0,0
33,0,100.15981040648934,8,27,4,1,1,3,0,0
184,1,172.10958538289185,8,2,4,4,1,1,0,0
10,0,113.53895594919186,3,28,4,1,1,0,3,0
35,0,140.4,3,26,4,2,0,0,3,0
5,0,95.0,8,5,1,12,5,0,0,0
79,0,88.62749235976322,4,17,4,1,1,2,0,0
115,0,72.08383455958705,3,29,3,1,2,0,0,0
54,0,93.6,11,22,4,2,0,0,0,0
41,0,135.70644073838145,7,27,4,2,0,0,0,0
11,0,170.18187999894883,2,3,4,2,0,0,4,0
44,0,104.51213914833285,3,17,4,2,0,0,2,0
134,0,94.5,5,17,4,2,0,3,0,0
35,0,214.75987574406204,8,17,4,2,0,0,6,0
79,0,184.46536486281826,9,15,4,3,2,0,3,0
34,0,89.67294668639677,2,23,4,2,0,0,0,0
21,0,118.80633667038026,7,6,4,1,0,2,0,0
192,1,121.5,8,8,4,2,0,0,0,0
108,0,114.27058264543126,7,3,3,1,1,0,0,0
31,0,139.37598631324326,10,2,4,2,2,0,1,0
166,1,122.36607268485686,9,2,4,3,0,0,2,0
109,0,93.62922796774882,6,27,4,1,0,3,0,0
185,1,129.33661524141522,8,16,3,2,0,0,1,0
252,0,70.40685216683133,10,9,4,4,1,0,0,0
98,0,149.700159447954,7,24,4,4,0,0,3,0
78,0,26.046368234296708,4,12,3,2,1,0,0,0
125,0,85.5,6,26,4,0,1,0,0,0
206,1,168.3,8,16,4,1,0,0,3,0
131,0,100.08887705457647,8,5,4,3,0,0,0,0
39,0,117.9,7,2,4,1,2,0,0,0
28,0,110.25071525415655,10,2,4,1,0,2,0,0
144,0,82.4872631662858,9,17,4,2,0,0,0,0
77,0,150.45,5,15,4,2,1,0,0,0
17,0,109.14020036972596,3,16,1,7,3,0,3,0
144,0,97.75,7,6,4,3,0,3,0,0
38,0,116.1,5,13,4,1,0,3,0,0
238,0,96.27621813986077,10,23,4,1,2,0,0,0
233,0,158.99796014043375,8,23,4,3,0,0,4,0
156,0,109.9795651779511,8,30,4,3,0,0,0,0
16,0,92.265998552616,3,1,4,4,0,0,0,0
17,0,97.0,3,17,4,1,0,3,0,0
31,0,84.86015980898291,3,13,3,1,1,0,0,0
170,2,167.45,8,6,4,3,0,0,4,0
299,0,158.84665376620003,9,25,4,5,1,0,3,0
42,0,169.5582615368702,3,22,4,5,2,0,5,0
152,0,114.11444616730999,7,19,4,3,2,0,3,0
89,0,137.397672513313,7,26,4,1,0,0,0,0
100,0,100.66968981823943,10,27,4,3,0,0,0,0
177,0,83.30078024364568,8,24,4,3,0,3,0,0
294,0,116.31862915285039,8,21,4,3,0,1,0,0
174,0,96.24948808343454,7,30,4,0,1,2,0,0
224,1,112.59207236085568,9,3,4,3,2,0,1,0
179,1,108.9,10,1,4,1,2,0,0,0
67,1,97.96884488380412,9,5,4,2,0,0,0,0
34,0,124.53684325407578,5,8,4,1,1,0,0,0
25,0,77.69976538906495,2,19,4,1,0,3,0,0
301,1,115.0,7,30,3,1,1,1,0,0
156,0,85.6208612114746,9,16,4,3,0,0,0,0
35,1,110.13829919307138,9,28,4,2,0,1,0,0
40,0,191.90027960303405,4,20,4,2,0,0,5,0
44,0,112.7566242382035,3,19,4,1,2,0,2,0
72,0,126.9,5,7,4,1,0,0,0,0
168,0,90.95,7,4,4,3,1,0,0,0
34,0,65.4390003492713,7,15,2,0,0,0,0,0
39,0,137.03520573865052,9,26,4,2,0,0,0,0
35,0,71.1,3,5,4,3,1,3,0,0
